event,counts__log_dispersion_16,counts__log_dispersion_128,counts__log_dispersion_1024,counts__width90,counts__asymmetry,counts__top10pct_fraction,counts__bin_entropy,counts__spectral_entropy,counts__spectral_peak3,counts__fano_sample,count_pair_V2__envelope_corr,count_pair_V4__envelope_corr,count_pair_V1V2__envelope_corr,count_pair_V3V4__envelope_corr,count_pair_SCM5__envelope_corr
77,0.03977460511357469,0.2852104693379575,0.9602912550424471,0.8015136718750004,-0.6165702101736216,0.4139194139194139,0.8486053956156473,0.9920813923949864,0.0037657481172194826,0.9990251963273601,0.023994261755353716,0.05461516312593631,0.028960100836119284,0.04055113965763059,0.24729889855991974
78,0.009093765453161247,0.14631026136444703,0.634789807400049,0.8696289062500001,-0.6377316114542392,0.5945945945945946,0.7073389553283426,0.9930996333043582,0.0037843046448483406,0.9977721488082523,0.01699089090810089,0.01693947910279508,0.09677021429076416,0.039167359824831265,-0.07598928202535579
79,0.0001988558232684915,0.001686531059875416,0.013775030667614315,0.003515624999999911,0.0,1.0,-0.0,0.9999887223750165,0.0014653485544094433,1.0,-0.04553587905423478,-0.04880566051747662,0.006449168165283086,-0.023157895239970278,-0.04651001606443638
80,0.13294979139650512,0.5704516923535482,1.3567659963025245,0.743863932291667,-0.24079382097455307,0.3207150368033649,0.9094611342495419,0.9928401345873941,0.005650665946796108,0.9899354384301586,0.09001639938951207,0.04877017461654129,-0.00849701938515057,-0.035896041134025836,0.1757653062363732
81,0.044338705288672495,0.20568155551840833,0.6923751925875025,0.8970960798919068,0.0657216199352884,0.13433352567801501,0.996402258142275,0.9883473475418266,0.02501190590443806,0.8043721912030933,-0.09660838299184624,-0.062339175546877755,-0.16333389991420963,-0.02793863739784819,-0.20702266677322587
82,0.25372875964299746,0.8328327021318941,1.6550923449610477,0.7516910173160173,0.0759673355529555,0.1621129326047359,0.9708019102705707,0.9735962229402152,0.05452316007165172,0.8721401381789907,-0.025787635566719466,-0.02650972973105412,-0.02087421299893338,-0.1159469650802862,-0.2962574309390776
83,0.2050304743516089,0.7635722756769333,1.59745750402508,0.7731640625000001,-0.46314353559339216,0.2689969604863222,0.9322279066045189,0.9927993804356932,0.003957973451471846,0.9630906301713529,-0.0857070468345604,-0.005156144000841446,-0.14182016296916283,-0.09932132874634744,-0.38993463562768993
84,0.3215561698271705,0.7712397385709028,1.4161944705836973,0.4396875,0.920042643923241,1.0,0.4297120372668322,0.9600309673861591,0.02098821887501913,1.0293282876064334,0.1280315238081562,0.22303914362892296,0.06098426468466251,0.19248007503686698,0.07835255931135399
85,-0.00039833149544868347,-0.003413344711422284,-0.030388867943325817,0.39687500000000003,-0.5708661417322834,1.0,0.25,0.9942122840658801,0.0022378702793403003,0.999908444471572,-0.02043921554782914,-0.046836851877122096,-0.060153433796067086,0.009665443463830609,-0.09336717337150971
86,0.02062135412590626,0.1401576380093117,0.5872812507967867,0.8064453125,-0.7079195931218212,0.7407407407407407,0.649303848635039,0.9899680856235327,0.004201678411522477,1.035420686349975,-0.16789294612801514,-0.12781816070326052,0.0058684699696399095,-0.18644482392682188,-0.051573634917946504
87,0.009086184366607769,0.11776382080654763,0.5189700616361016,0.8996363146551711,0.045981591521492234,0.13057059558517284,0.9975404745382846,0.9944721735287396,0.007269833578056245,0.7798192752592494,-0.036155184267448764,0.007271114790227809,-0.0557137369456129,-0.06514861479419112,-0.16025570204256628
88,-0.003398301889322655,0.09759641719797667,0.3693796394976751,0.5707031250000001,-0.7734428473648185,1.0,0.491517254969922,0.9900884264510257,0.004006824941840283,0.9994506668294321,0.08005971934358097,0.05006637004880821,0.0648657603053139,-0.10083677632024601,-0.09420505871181777
89,0.09024660232067458,0.4522125398426101,1.2232256375704698,0.8485107421875004,-0.5386179446602404,0.31029619181946405,0.9059564493183369,0.9928551336463716,0.0036660976895062673,0.9812138558509643,-0.09832706189199655,-0.043104335781623246,-0.15316890624285845,-0.013644227987688516,0.07366586682288791
90,0.4166125321659621,1.1760265425707015,2.064862002902337,0.8572415865384615,-0.38884790425409715,0.19483204134366924,0.9685323762525088,0.992070674513873,0.011837451512547484,0.8072993682037665,-0.03828431865188029,-0.023349055169239036,0.005398730339926293,0.0026102303562123494,0.12100868447663626
91,-0.00808493066076277,0.10310565746910903,0.49473334320872403,0.9053953326757526,0.05163692210980435,0.13002996575342465,0.9975357896984781,0.994737540587775,0.0069268604526692,0.7829327117033468,0.04350654421858254,0.12804181020572833,-0.008692228434198299,0.07823786148715423,-0.10735027685173938
92,0.007467809872083976,0.19093919578784593,0.7903452936303231,0.5923828124999998,-0.6234751071546326,0.5612244897959183,0.7393014977553568,0.9891090415459562,0.0046735944663664685,0.9970397045808282,0.12285550009469999,0.0032773654624275936,0.07999520080865397,0.0420404415639909,0.20934451134486637
93,-0.0009964507198367489,-0.008574770875013514,0.15883745672471966,0.48164062500000004,0.186536901865369,1.0,0.3509193652572005,0.9955144198270515,0.0023371446092005934,0.999816888943144,-0.027167682457293344,-0.012063024139644937,-0.06530528505004729,-0.05663644548291904,0.02603256834049072
